Course Code,Course Name,Default Category,Proposed Specific Category,File Count,Total Size (MB),Degree Programs,Academic Years,Sample Document Titles
H06C0A,Materials physics and technology for nanoelectronics,Samenvattingen,Slides / Lesmateriaal,1,10.24,Ma - Materials Engineering,2023 - 2024,Examanswers Matphynanoelec 2
H06C0A,Materials physics and technology for nanoelectronics,Samenvattingen,Overig / Other,1,1.65,Ma - Materials Engineering,2023 - 2024,Examanswers Matphynanoelec Loui Huang
H06C9A,MEMS and Microsystems,Examens,Examens,4,7.3,"Ma - Biomedical Engineering, Ma - Electrical Engineering",2023 - 2024,Examenvragen; Mems Exam Presentation L8 Ward Coomans; Examenvragen
H06C9A,MEMS and Microsystems,Samenvattingen,Samenvattingen,1,6.07,Ma - Electrical Engineering,2024 - 2025,Mems Samenvatting Robbe Robbe
H06C9A,MEMS and Microsystems,Samenvattingen,Slides / Lesmateriaal,14,513.8,Ma - Electrical Engineering,"2017 - 2018, 2018 - 2019",Microsystcourse Part1 2018; Microsystcourse Part2 2018; Microsystcourse Part3 2018
H06C9A,MEMS and Microsystems,Samenvattingen,Overig / Other,1,0.1,Ma - Electrical Engineering,2017 - 2018,Neo Stacking
H06D1A,Integrated Photonics,Examens,Examens,1,0.31,"Ma - Nanoscience, -technology and -engineering",2023 - 2024,Example Exam Questions 1
H06D3A,Nanostructured Bio-Macromolecules,Examens,Examens,1,1.2,"Ma - Nanoscience, -technology and -engineering",2022 - 2023,Nanostructured Bio Macromolecules Exam Questions
H06D9B,Physical Materials Characterization Techniques,Samenvattingen,Samenvattingen,1,4.95,"Ma - Nanoscience, -technology and -engineering",2025 - 2026,"Pmct Notes (harish S, 2025 2026)"
H06E2A,Quantum Physics,Samenvattingen,Overig / Other,1,0.25,"Ma - Nanoscience, -technology and -engineering",2022 - 2023,Formula Sheet Qm2 Shared (1)
H06E6A,Integrated RF Components and Circuits (H06E6A),Samenvattingen,Overig / Other,2,19.09,"Ma - Nanoscience, -technology and -engineering","2011 - 2012, 2022 - 2023",Pozar Microwave Engineering(2012); Rf Exercises Senne Vervoort
H06E6A,Integrated RF Components and Circuits (H06E6A),Samenvattingen,Slides / Lesmateriaal,1,1.69,"Ma - Nanoscience, -technology and -engineering",2022 - 2023,Rf Lecture Notes Senne Vervoort
H06E6A,Integrated RF Components and Circuits (H06E6A),Samenvattingen,Samenvattingen,1,2.51,"Ma - Nanoscience, -technology and -engineering",2022 - 2023,Rf Summary Senne Vervoort
H06F0B,Semiconductor Devices,Examens,Examens,1,3.68,"Ma - Nanoscience, -technology and -engineering",2022 - 2023,Semiconductor Devices Exam Questions
H06F2A,Semiconductor Physics,Examens,Examens,1,0.38,"Ma - Nanoscience, -technology and -engineering",2022 - 2023,Semiconductor Physics Exam Questions
H06F2A,Semiconductor Physics,Samenvattingen,Overig / Other,2,1.06,"Ma - Nanoscience, -technology and -engineering",2022 - 2023,Formula Sheet Semiconductor Physics; Semiconductor Physics Exercise Sessions
H06F2A,Semiconductor Physics,Samenvattingen,Slides / Lesmateriaal,1,75.71,"Ma - Nanoscience, -technology and -engineering",2022 - 2023,Semiconductor Physics Lecture Notes
H06F6A,"Structure, Synthesis and Cellular Function of Macromolecules",Oefenzittingen,Oefenzittingen,1,0.07,"Ma - Nanoscience, -technology and -engineering",2021 - 2022,Vragenpp 21 Jan 2022 + Solution
H06F6A,"Structure, Synthesis and Cellular Function of Macromolecules",Samenvattingen,Overig / Other,3,84.74,"Ma - Nanoscience, -technology and -engineering","2022 - 2023, 2023 - 2024",Answers Examquestions Kr 2022; Macromolecules Exercisesexams; Principlesofbiochemistry5thed 140530233551 Phpapp01
H06G0A,Technology of Integrated Systems,Samenvattingen,Overig / Other,4,9.68,"Ma - Nanoscience, -technology and -engineering",2022 - 2023,3 Tois March 2; Packaging Flow Chart; Tis Ic Flow Chart
H06G0A,Technology of Integrated Systems,Samenvattingen,Samenvattingen,1,0.03,"Ma - Nanoscience, -technology and -engineering",2022 - 2023,Notes Van Les Memory 2
H06G0A,Technology of Integrated Systems,Samenvattingen,Slides / Lesmateriaal,1,0.26,"Ma - Nanoscience, -technology and -engineering",2022 - 2023,Packaging Flow Chart Unfinished
H06G4A,Materials Physics for Nanotechnology,Samenvattingen,Overig / Other,1,1.1,"Ma - Nanoscience, -technology and -engineering",2022 - 2023,Materials Physics And Technology For Nanoelectronics
H06G4A,Materials Physics for Nanotechnology,Samenvattingen,Samenvattingen,1,5.67,"Ma - Nanoscience, -technology and -engineering",2019 - 2020,Summary 2020 (cours Content Has Been Changed Since)
H06N2A,Lectures on Nanoscience and Nanotechnology,Samenvattingen,Slides / Lesmateriaal,4,10.18,"Ma - Nanoscience, -technology and -engineering",2022 - 2023,8 19apr Kleemans Notes + Printable; 9 Plasmonics In Arrays Of Gold Nanoelements Summary; Summary 5 Pourtois Material Challenges In Advanced Nanoelectronics
H06P1A,Electricity and Gas Markets,Examens,Examens,1,0.01,Ma - Energy,2019 - 2020,Examenvragen 12 June 2015
H06P6B,Baggertechnologie voor bouwkundig ingenieurs,Oefenzittingen,Verslagen & Projecten,1,3.68,Ma - Civil Engineering,2019 - 2020,10 Project Work & Problem Solving With Dredging Simulators
H06P6B,Baggertechnologie voor bouwkundig ingenieurs,Samenvattingen,Overig / Other,6,458.88,Ma - Civil Engineering,"2012 - 2013, 2018 - 2019, 2019 - 2020",11 Jdn Simulator Of Reclaiming Tshd; 3 We Are Ita; 4 Working Principles Fall Pipe Vessel (en)
H06R5A,Management and Policy Aspects of Technology in Healthcare,Samenvattingen,Samenvattingen,1,6.52,Ma - Biomedical Engineering,2022 - 2023,Summary Tiziana Dozin
H06R5A,Management and Policy Aspects of Technology in Healthcare,Samenvattingen,Overig / Other,1,0.2,Ma - Biomedical Engineering,2018 - 2019,Student Course Management And Policy Aspects Of Technology In Healthcare
H06R6A,Energy Law,Samenvattingen,Slides / Lesmateriaal,7,12.62,Ma - Energy,2018 - 2019,Eu Renewable Energy Law 26 4 2019 (3); International Energy Law 1 03 2019(1) (1); International Energy Law 22 02 2019 (1)
H06T1A,Applied Physical Chemistry,Examens,Examens,5,2.63,Ma - Chemical Engineering,"2021 - 2022, 2022 - 2023, 2024 - 2025",Apc Exam Questions 2022 Rayan El Hahaoui; Exam Exercises 2022 (roel Raike); Exam Questions Prof Kuhn
H06T1A,Applied Physical Chemistry,Oefenzittingen,Oefenzittingen,8,5.29,Ma - Chemical Engineering,"2020 - 2021, 2021 - 2022, 2022 - 2023, 2024 - 2025",Exercises Apc Rayan El Hahaoui; Kato Kenis Exercises Applied Physical Chemistry; Carbon4
H06T1A,Applied Physical Chemistry,Samenvattingen,Samenvattingen,2,10.61,Ma - Chemical Engineering,2020 - 2021,Kato Kenis Summary Applied Physical Chemistry Kuhn; Kato Kenis Summary Applied Physical Chemistry Martens
H06T1A,Applied Physical Chemistry,Samenvattingen,Overig / Other,4,117.86,Ma - Chemical Engineering,2019 - 2020,Capillarity And Wetting Phenomena; Crystallization; Intermolecular And Surface Forces
H06T2A,Process Control in the Chemical Industry,Examens,Examens,10,16.2,Ma - Chemical Engineering,"2020 - 2021, 2022 - 2023, 2024 - 2025",Exam Process Control August 2021 (willem De Brandt); Exam Process Control August 2021; Exam Process Control Example
H06T2A,Process Control in the Chemical Industry,Samenvattingen,Samenvattingen,2,20.09,Ma - Chemical Engineering,"2020 - 2021, 2024 - 2025",Kato Kenis Summary Process Control; Formularium Process Control Niels Stevens
H06T2A,Process Control in the Chemical Industry,TTT's,TTT's,4,2.96,Ma - Chemical Engineering,"2016 - 2017, 2018 - 2019, 2024 - 2025",Midterm Test 2017 2018; Midterm Test 2019 2020 (willem De Brandt); Midterm Test 2019 2020
H06T3A,Biochemical Process Engineering,Examens,Examens,5,9.35,Ma - Chemical Engineering,"2020 - 2021, 2022 - 2023, 2024 - 2025",Exam Questions (without Answer) Willem's File (niels Stevens); Exam Questions Biochemical Engineering (willem De Brandt); Formularium Biochemical Engineering (kato Kenis)
H06T3A,Biochemical Process Engineering,Oefenzittingen,Oefenzittingen,1,3.68,Ma - Chemical Engineering,2022 - 2023,Bioprocess Engineering Principles Pauline M Doran Solutions
H06T3A,Biochemical Process Engineering,Samenvattingen,Overig / Other,4,124.14,Ma - Chemical Engineering,"2006 - 2007, 2022 - 2023, 2024 - 2025",Bpe Theory Questions Niels Stevens; Student Course Biochemical Engineering (willem De Brandt); Bioprocess Engineering Principles Pauline M Doran
H06T3A,Biochemical Process Engineering,Samenvattingen,Samenvattingen,1,38.73,Ma - Chemical Engineering,2020 - 2021,Summary Biochemical Engineering (kato Kenis)
H06T3A,Biochemical Process Engineering,Samenvattingen,Slides / Lesmateriaal,5,639.69,Ma - Chemical Engineering,"2021 - 2022, 2023 - 2024",Biochemical Process Engineering Lectures 1 5; Biochemical Process Engineering Lectures 11 15; Biochemical Process Engineering Lectures 16 20
H06T4A,Systems Analysis of Chemical Processes,Examens,Examens,8,28.8,Ma - Chemical Engineering,"2019 - 2020, 2020 - 2021, 2021 - 2022, 2022 - 2023, 2023 - 2024",Exam Formularium Waldherr (willem De Brandt); Exam Questions Degrève (willem De Brandt); Exam Solutions Degrève (willem De Brandt)
H06T4A,Systems Analysis of Chemical Processes,Oefenzittingen,Oefenzittingen,2,2.99,Ma - Chemical Engineering,"2019 - 2020, 2020 - 2021",Exercises Systems Analysis Of Chemical Processes (jonas Van Olmen); Exercises Systems Analysis Waldherr (kato Kenis)
H06T4A,Systems Analysis of Chemical Processes,Samenvattingen,Overig / Other,4,100.43,Ma - Chemical Engineering,2019 - 2020,Appendix Systems Analysis Of Chemical Processes (jonas Van Olmen); Parametric Sensitivity Of Chemical Systems; Perry Chemical Engineering Handbook
H06T4A,Systems Analysis of Chemical Processes,Samenvattingen,Slides / Lesmateriaal,1,35.82,Ma - Chemical Engineering,2021 - 2022,Lecture Notes Waldherr (willem De Brandt)
H06T4A,Systems Analysis of Chemical Processes,Samenvattingen,Samenvattingen,1,2.33,Ma - Chemical Engineering,2020 - 2021,Summary Systems Analysis Degrève (kato Kenis)
H06T5A,Industrial Chemical Processes,Examens,Examens,4,25.35,Ma - Chemical Engineering,2022 - 2023,Exam Icp Exercises; Exam Icp Flow Sheets (willem De Brandt); Exam Icp Questions
H06T5A,Industrial Chemical Processes,Samenvattingen,Overig / Other,2,16.03,Ma - Chemical Engineering,"2021 - 2022, 2025 - 2026",Chemical Process Technology (moulijn Et Al ); Hydrogen Quiz (2025 2026)(niels Stevens)
H06T5A,Industrial Chemical Processes,Samenvattingen,Slides / Lesmateriaal,9,254.92,Ma - Chemical Engineering,2022 - 2023,Lecture 1 Introduction; Lecture 2 Oil Refinery; Lecture 3 Steam Cracking
H06T5A,Industrial Chemical Processes,Samenvattingen,Samenvattingen,2,32.61,Ma - Chemical Engineering,"2022 - 2023, 2025 - 2026",Industrial Chemical Processes 2023 (wouter Janssens); Industrial Chemical Processes 2026 (oscar Nollet)
H06T7A,Advanced Separation Processes,Examens,Examens,3,1.46,Ma - Chemical Engineering,"2021 - 2022, 2022 - 2023, 2024 - 2025",Aryu Exam Advanced Separation Processes (willem De Brandt) Answers With Chatgpt; Exam Advanced Separation Processes (willem De Brandt); Exam Advanced Separation Processes Januari 2023
H06T7A,Advanced Separation Processes,Oefenzittingen,Oefenzittingen,3,22.93,Ma - Chemical Engineering,"2019 - 2020, 2020 - 2021",Asp Formularium Laurens Parret; Exercises Advanced Separation Processes Jonas Van Olmen; Separation Process Principles Third Edition Solutions
H06T7A,Advanced Separation Processes,Samenvattingen,Samenvattingen,1,6.24,Ma - Chemical Engineering,2020 - 2021,Summary Advanced Separation Processes (kato Kenis)
H06T8A,Hazardous Materials and Safety in the Process Industries,Examens,Examens,3,0.36,Ma - Chemical Engineering,"2020 - 2021, 2024 - 2025",Kato Kenis Exam Questions Process Safety; 2024 2025 Exam Assignment Cht 13 06 2025 Mononitrotoluene; 2024 2025 Exam Assignment Cht 13 06 2025 Mononitrotoluene
H06T8A,Hazardous Materials and Safety in the Process Industries,Oefenzittingen,Verslagen & Projecten,2,1.45,Ma - Chemical Engineering,2024 - 2025,2024 2025 Investigation Report 13 06 2025 Csb Report Mnt; 2024 2025 Investigation Report 13 06 2025 Csb Report Mnt
H06T8A,Hazardous Materials and Safety in the Process Industries,Oefenzittingen,Oefenzittingen,3,0.83,Ma - Chemical Engineering,"2021 - 2022, 2024 - 2025",Assignment 2022 Ethylene; Assignment 2022 Solution (willem De Brandt); Hazardous Materials Task Product Safety (aryu Kapuriya)
H06T8A,Hazardous Materials and Safety in the Process Industries,Samenvattingen,Samenvattingen,1,126.48,Ma - Chemical Engineering,2020 - 2021,Kato Kenis Summary Process Safety
H06U0A,Design and Analysis of Multiphase Reactors,Examens,Examens,2,11.03,Ma - Chemical Engineering,"2022 - 2023, 2024 - 2025",Exam June 2023; Exam Questions Niels Stevens
H06U0A,Design and Analysis of Multiphase Reactors,Oefenzittingen,Oefenzittingen,3,28.06,Ma - Chemical Engineering,"2019 - 2020, 2024 - 2025",Chemical Reaction Engineering Solutions; Multiphasereactors Exercises 2025; Multiphasereactors Solutions 2025
H06U0A,Design and Analysis of Multiphase Reactors,Samenvattingen,Overig / Other,1,13.9,Ma - Chemical Engineering,2020 - 2021,Chemical Reaction Engineering Levenspiel
H06U0A,Design and Analysis of Multiphase Reactors,Samenvattingen,Samenvattingen,2,11.27,Ma - Chemical Engineering,"2022 - 2023, 2024 - 2025",Formularium Multiphase (niels Stevens); Formularium Multiphase (willem De Brandt)
H06U1A,Artificial Intelligence,Examens,Examens,17,29.02,Ba - Computerwetenschappen,"2002 - 2003, 2011 - 2012, 2012 - 2013, 2013 - 2014, 2018 - 2019",Ai Ttt 1 Oplossing (2023 2024); Ai Ttt 2 Oplossing (2023 2024); Exam Preparation Ai
H06U1A,Artificial Intelligence,Oefenzittingen,Oefenzittingen,34,33.58,Ba - Computerwetenschappen,"2011 - 2012, 2012 - 2013, 2013 - 2014, 2019 - 2020, 2021 - 2022",Constraintprocessing; Heuristicexp Chuptyssimon; Heuristicexp Florianhendrickx (2)
H06U1A,Artificial Intelligence,Samenvattingen,Overig / Other,16,22.25,Ba - Computerwetenschappen,"2007 - 2008, 2011 - 2012, 2021 - 2022",Ai 4rd Edition; Theorie Overzicht (26p); Basicsearch
H06U1A,Artificial Intelligence,Samenvattingen,Samenvattingen,7,11.03,Ba - Computerwetenschappen,"2019 - 2020, 2024 - 2025",Ai Samenvatting Md; Samenvatting Ai (diete Wouters); Samenvatting Ai Yannou Ravout 2020
H06U1A,Artificial Intelligence,TTT's,TTT's,1,0.1,Ba - Computerwetenschappen,2019 - 2020,Ttt 1 27 10 2020
H06V4A,Scheikunde,Oefenzittingen,Oefenzittingen,1,0.35,"Ma - Nanoscience, -technology and -engineering",2024 - 2025,Nanomaterials For Nanoelectronics Exmanevragen
H06W1A,Selected Topics in Biomedical Signal Processing,Examens,Examens,1,14.87,Ma - Biomedical Engineering,2023 - 2024,Exam Questions Stbsp
H06W1A,Selected Topics in Biomedical Signal Processing,Samenvattingen,Overig / Other,1,0.35,Ma - Biomedical Engineering,2025 - 2026,Stbsp Part 1 Proofs
H06W8A,Medical Image Analysis,Samenvattingen,Overig / Other,5,0.53,Ma - Biomedical Engineering,2022 - 2023,List Of Methods Segmentation Registration Tiziana Dozin; Overzicht Mia 2022 2023; Table Of Contents Tiziana Dozin
H06X4C,Micro- and Nanofluidics,Examens,Examens,1,0.02,"Ma - Nanoscience, -technology and -engineering",2022 - 2023,Examen Vragen Vorige Jaren
H06X4C,Micro- and Nanofluidics,Samenvattingen,Samenvattingen,2,28.84,"Ma - Nanoscience, -technology and -engineering",2022 - 2023,Part 1 Schematic; Summary Micro And Nanofluidics Part 2
H07S3A,Theory of Elasticity and Plasticity,Examens,Examens,110,133.7,Schakel - Werktuigkunde,2018 - 2019,Elasticiteit; Onenote Table Of Contents; Plasticiteit
H07S3A,Theory of Elasticity and Plasticity,Oefenzittingen,Oefenzittingen,11,97.48,Schakel - Werktuigkunde,2018 - 2019,Notitiesoefenzitting E&p 2013; Oefeningen Ep Robin Ska; Oefeningen E&p 2013
H07S3A,Theory of Elasticity and Plasticity,Samenvattingen,Overig / Other,7,142.35,Schakel - Werktuigkunde,2018 - 2019,E&p Jeroen Claesen; Elasticiteit En Plasticiteit 12jan2015 Namiddag; Elasticiteit&plasticiteit
H07S3A,Theory of Elasticity and Plasticity,Samenvattingen,Samenvattingen,4,73.49,Schakel - Werktuigkunde,2018 - 2019,Notas Jeroenbelis E&p; Notities Ep Robin Ska; Notitieshc E&p 2013
H07Z9B,Software Architecture,Oefenzittingen,Oefenzittingen,3,0.67,Ma - Computer Science,2019 - 2020,1a Sa1920 Assignment Part1 Instructions; 1b Review Assignment; Vp Assignment
H07Z9B,Software Architecture,Samenvattingen,Overig / Other,6,17.38,Ma - Computer Science,"2019 - 2020, 2020 - 2021",An Introduction To Self Adaptiv Danny Weyns; 2 Evaluation; 3 Extension
H08J0A,Supply Chain Engineering,Examens,Examens,20,3.74,Ma - Mobility and Supply Chain Engineering,"2020 - 2021, 2021 - 2022, 2022 - 2023, 2023 - 2024",2023 Sce Exam 1; Exam 07 06 2021 With Solutions; Exam 2020 09 06 Toledo Errors
H08J0A,Supply Chain Engineering,Oefenzittingen,Oefenzittingen,8,7.35,Ma - Mobility and Supply Chain Engineering,"2020 - 2021, 2025 - 2026",Sc Location Exercises Solutions; Sc Location Exercises(1); Exercises 1 8 (1)
H08J0A,Supply Chain Engineering,Samenvattingen,Overig / Other,1,0.0,Ba - Bedrijfsbeheer,2021 - 2022,Info Sce
H08J0A,Supply Chain Engineering,Samenvattingen,Samenvattingen,1,0.17,Ma - Mobility and Supply Chain Engineering,2024 - 2025,Sc Summary Game Theory
H08M0A,Brain Computer Interfaces,Samenvattingen,Overig / Other,1,13.72,Ma - Biomedical Engineering,2022 - 2023,Case Studies Annelien Eyskens
H08M0A,Brain Computer Interfaces,Samenvattingen,Samenvattingen,5,54.43,"Ma - Biomedical Engineering, Ma - Computer Science","2019 - 2020, 2021 - 2022, 2022 - 2023, 2023 - 2024",Samenvatting Bci Annelien Eyskens; Samenvatting Brain Computer Interfaces Joris Guldentops; Summary
H08N0A,Introduction to Safety Engineering,Samenvattingen,Overig / Other,1,1.02,Ma - Mechanical Engineering,2022 - 2023,Pre Test (process) Safety
H08N0A,Introduction to Safety Engineering,Samenvattingen,Samenvattingen,1,8.35,Ma - Mechanical Engineering,2023 - 2024,Samenvatting Safetyengineering (lukasvandenbroeck)
H08P0A,Explosion Safety,Examens,Examens,2,7.02,Ma - Chemical Engineering,"2016 - 2017, 2025 - 2026",Explosion Safety Exam Questions And Answers; Solved Exam Questions (wiki 2017 2024) (thomas Cock)
H08P0A,Explosion Safety,Samenvattingen,Slides / Lesmateriaal,2,32.08,Ma - Chemical Engineering,2025 - 2026,Vandenschoor; Verplaetsen
H08P0A,Explosion Safety,Samenvattingen,Samenvattingen,1,48.69,Ma - Chemical Engineering,2025 - 2026,Summary Explosion Safety (niels Stevens)
H08T5A,"Electronic Components, Circuits and Sensors",Samenvattingen,Overig / Other,1,21.15,"Ma - Nanoscience, -technology and -engineering",2022 - 2023,Electrical Engineering Principles And Applications Global Edition 7
H08T9A,Hydraulica,Examens,Examens,9,1.19,Ba - Bouwkunde,"2010 - 2011, 2017 - 2018",Examen Hydraulica Juni 2011; Examenvragen Hydraulica Juni 12 Josse; Hydr Vragen
H08T9A,Hydraulica,Oefenzittingen,Oefenzittingen,26,16.69,Ba - Bouwkunde,"2011 - 2012, 2017 - 2018, 2018 - 2019, 2024 - 2025",Gequoteerde Oefz 1; Quot Oz 1 24 25; Frequente Fouten Geq Oefz 2
H08T9A,Hydraulica,Oefenzittingen,Verslagen & Projecten,11,2.6,Ba - Bouwkunde,"2017 - 2018, 2018 - 2019",Eindverslag Grenslaagtheorie Helena Goffin En Arthur Roheart; Verslag Grenslaag Oscar Neyrinck; Eindverslag Waterslag Helena Goffin En Arthur Rohaert
H08T9A,Hydraulica,Samenvattingen,Samenvattingen,17,62.6,Ba - Bouwkunde,"2020 - 2021, 2021 - 2022, 2024 - 2025",Samenvatting Hydraulica; Sv Hydraulica Pv; Samenvatting 2d Grenslagen
H08T9A,Hydraulica,Samenvattingen,Slides / Lesmateriaal,1,0.62,Ba - Bouwkunde,2021 - 2022,Samenvatting Stroming In Poreuze Media
